Sepal_Length,Sepal_Width,Petal_Length,Petal_Width,Species,Flower_ID
5.059970653660494,2.835939392709834,4.737342854914002,2.2847967372509306,Lily,1
8.228928685,4.724797657899961,1.512084789962608,1.1911527980396557,Orchid,2
7.025966679962728,2.7186856720009174,1.3100903270116462,0.3421520784261394,Lily,3
6.292621663083701,2.4346846162736693,4.188127789408888,2.3537260561895668,Orchid,4
3.858102522433401,3.468358280832689,4.243810729660639,1.7193723242338346,Rose,5
3.8579698618491145,4.956951362331802,4.824579408989239,1.3302438268162313,Rose,6
3.319459866925097,2.726165814534501,5.356548002,2.728427716774734,Lily,7
7.763968801762143,4.016406642217635,6.855112476775208,0.4224726986878389,Lily,8
6.3061325645876485,4.284858845986153,4.097802089807172,1.5286128024434915,Orchid,9
6.894399177878251,2.712912631977199,2.937738837647476,0.1329255698255153,Orchid,10
3.1132147186269137,4.184649045835579,5.771117168612222,1.4591158617829663,Lily,11
8.334504186890968,3.103349398,2.6249935075724453,0.2632794994773283,Orchid,12
7.5784345244023195,3.8969174917807385,3.6338285242338166,0.4445719571774086,Lily,13
4.167865108730519,3.900589132282684,1.4707382880535957,0.4408261156536042,Orchid,14
4.000037319639054,3.6073240522242753,1.152104460492745,1.9827098761365844,Lily,15
4.008724804193886,2.270869310163225,6.775890488,2.2635301498697276,Lily,16
4.673332336277458,4.505907486767714,6.015880723073235,1.791769418781763,Lily,17
5.886160373977308,2.9623401949152077,5.175845236562187,2.8903003905761717,Orchid,18
5.375697602531637,2.5595555311995626,3.4537176664856193,1.1871246806187419,Orchid,19
4.601760271089231,2.1223254246642917,2.039765920425075,0.9285650502173961,Orchid,20
6.365190920973087,3.7726788295647253,1.9386222560265163,2.618937471749435,Lily,21
3.767216234,4.032693085526847,2.501457388987572,0.7484279317064126,Orchid,22
4.606795567,2.0497634867835686,4.295359988236723,2.893345364377773,Orchid,23
5.014990138115304,3.536279174897843,5.287575536200374,0.1352479766004674,Lily,24
5.508384913193698,2.679487325593814,4.961184260306387,2.912648597452153,Rose,25
7.318467787661575,3.9355183712283495,2.679603381675657,0.22516374465667072,Lily,26
4.098205801870979,2.523099287014974,6.729191683979165,2.6843150297244063,Orchid,27
5.828289411274864,4.072813214307398,5.4273815001746115,1.6303332163502697,Lily,28
6.258280128741234,3.1602060389016122,4.326124315068404,2.979597908745971,Rose,29
3.2554772699599877,4.810189966210204,4.670324477406114,0.3140100377326567,Lily,30
6.341496685457911,2.4125628324379798,3.5176003745667392,1.7061774247638304,Orchid,31
3.9378826802801035,3.0231990531507753,2.4863859370069448,2.910977353295387,Rose,32
3.3577837614190376,2.340420563721767,3.1358360719075695,1.6169837480934317,Orchid,33
8.218870454893333,4.774080854835688,5.547076662786215,1.9252560505922613,Rose,34
8.310976181910076,4.6320180601429435,1.0863609317785352,2.117671198,Rose,35
7.446185414640536,2.773824883145467,1.6964358430414974,1.4181690878265425,Lily,36
4.675375730453538,3.9799521381025373,1.2760158521305165,1.9199184322437841,Lily,37
3.537196627035111,4.451666600603648,1.2443728139138208,1.7945115045769908,Orchid,38
6.763281645816862,3.665602434798387,6.132763504066043,2.713358230423868,Lily,39
5.4208387155678075,3.5889517350680196,5.221947156280142,0.23179450299022783,Lily,40
3.6712102916462834,2.725556872701355,3.845042974523951,0.9147932498174679,Rose,41
5.723473005611986,2.2793083034176975,1.5870049639060089,2.856193304,Lily,42
3.189136866133701,4.691647274,3.9496952507009944,2.6817649732836575,Rose,43
8.001262211433302,4.701254171489992,3.8408306246833943,1.4214045830785675,Rose,44
4.423289898800093,3.8993043718198037,2.039211219460091,1.8983845336244565,Rose,45
6.643872563946901,3.017089373146102,3.6031098954278384,0.9044054306452847,Orchid,46
4.714410918,3.047628723837983,3.3910284063842404,0.6455513631989077,Orchid,47
5.860374116,4.177867036610718,4.695100588313299,1.4447253743259483,Orchid,48
6.006906536388038,4.691330779857731,4.810561905205863,1.1247214612755532,Rose,49
4.016699505390399,4.661259272795352,1.271824058632267,1.792602724367529,Orchid,50
8.332715452705072,4.339626637572872,3.2476756877588273,0.32543044719845604,Orchid,51
7.263230528,3.9260949384628634,4.755159494285419,2.9257449422318826,Lily,52
8.167244179,2.2524198949851466,4.018817551480526,2.960011158990848,Orchid,53
7.921550427352068,2.484886142283841,6.138939047129933,2.124668970657261,Orchid,54
6.288449883460968,4.695662565581237,4.95216179,1.6546794623979493,Rose,55
8.070308292627143,3.8192871789787697,1.9776065624885781,0.9976300872303504,Rose,56
3.4867087612855574,2.027591154849889,1.423412484402579,2.460005557150151,Rose,57
4.0779057433052985,2.304414628598096,4.854515669237894,2.0857204004062497,Rose,58
3.2487500890079595,3.9905053073241676,1.1590678632497309,0.5715891241001848,Rose,59
4.789316819197953,2.015184751538656,4.514653488,2.7416888350321433,Rose,60
5.1377250932921505,2.482424154252496,6.641381448549746,2.485358004,Orchid,61
4.492419674756428,3.6462013680997583,4.452845067255273,2.854419749,Rose,62
7.558056300335611,4.075685593,3.3290195572391315,2.204586574326244,Rose,63
4.962143296814741,3.9558837785078014,4.859729310654119,1.8789040682137905,Lily,64
4.545139803280595,2.6728079283816792,3.7495173429490998,1.3129048052427947,Orchid,65
5.984828457370367,4.136537664042608,4.273700735895609,2.8049126017266386,Orchid,66
3.7750832373611947,2.711747262,6.648788852659151,2.6115852795511842,Orchid,67
7.412083394147218,2.976199094477803,3.3166158268046457,0.2311341433079493,Rose,68
3.4100285402387396,4.239474215354072,6.767143382943486,0.17646422604203083,Rose,69
8.427878151302846,3.9488986971416438,6.432103851736382,1.191743763946344,Rose,70
7.2473462311316155,4.547670231482534,2.1747468087357786,2.450604659267315,Lily,71
4.092936248437948,3.972838677,1.4161678052509927,2.963100775013339,Rose,72
3.030371644179813,3.704925810006415,1.604668008,0.5362089842002318,Lily,73
7.485037856501588,2.281024303484277,1.1093309539092984,1.822979074521192,Orchid,74
6.887715391161894,3.1031474091783005,1.5666577645355704,1.2045834842299625,Rose,75
7.009539424,2.7956071030451763,5.098040640498141,2.9127517536623495,Lily,76
7.241986906772701,2.731968930137251,1.427131890761374,2.542144877093555,Lily,77
3.407245584537497,4.919031664257337,2.913853781762568,2.531153244,Rose,78
4.971561506993499,3.179293174000281,6.069251865816727,1.4592101634054138,Orchid,79
3.6372798273882134,4.676139665531339,1.1396316144149552,1.302976556779229,Orchid,80
7.747068842315764,3.8934158779917887,5.886810895533615,0.892880509,Orchid,81
6.428139697551568,4.384433910624946,2.6911286486403996,0.26348894028768866,Lily,82
4.8199391366895705,3.5079112793155764,1.7089889657299375,2.6076948911396545,Lily,83
3.349570927,3.7307116538790774,5.180422992184904,2.457412926477225,Lily,84
4.710402769436142,3.4775530814565916,4.773657080679304,2.9991812525297785,Lily,85
4.7885082711471085,2.5857289633941334,6.264832081162318,2.9902468275143255,Orchid,86
7.0128339808593525,4.1673563457845155,5.410426262823314,1.7107519462476197,Rose,87
6.506566092453673,2.8423170873225674,5.820885582309091,2.3300635040234803,Lily,88
7.8796700841697955,2.0729478992943617,2.692207435427839,2.839820616659041,Lily,89
5.597182088390721,3.9364168877215033,2.064637262678337,2.563977432964493,Orchid,90
3.6577683526606593,2.531332038221147,5.50368851,0.8173094950552732,Rose,91
6.922846329726473,4.821375753058743,5.841008435603584,1.4065779923992712,Rose,92
7.184317767392936,4.861785731007762,6.943030852,0.4745623039393354,Orchid,93
6.0870245866322295,4.744593170661346,3.475706061468559,2.8667479790502948,Orchid,94
